blackbox_,learner_,rules_,coverage_,time_without_min,time_without_max,time_without_median,time_without_std,time_with_min,time_with_max,time_with_median,time_with_std,specificity_without_min,specificity_without_max,specificity_without_median,specificity_without_std,precision_without_min,precision_without_max,precision_without_median,precision_without_std,recall_without_min,recall_without_max,recall_without_median,recall_without_std,and_without_min,and_without_max,and_without_median,and_without_std,or_without_min,or_without_max,or_without_median,or_without_std,predicates_without_min,predicates_without_max,predicates_without_median,predicates_without_std,specificity_with_min,specificity_with_max,specificity_with_median,specificity_with_std,precision_with_min,precision_with_max,precision_with_median,precision_with_std,recall_with_min,recall_with_max,recall_with_median,recall_with_std,and_with_min,and_with_max,and_with_median,and_with_std,or_with_min,or_with_max,or_with_median,or_with_std,predicates_with_min,predicates_with_max,predicates_with_median,predicates_with_std,time_influential_min,time_influential_max,time_influential_median,time_influential_std,fscore_without_min,fscore_without_max,fscore_without_median,fscore_without_std,fscore_with_min,fscore_with_max,fscore_with_median,fscore_with_std
bank,5,induction,0.3,36.552,45.822,41.967,3.88,166.629,213.351,179.462,22.356,0.94,0.945,0.943,0.002,0.387,0.43,0.406,0.016,0.376,0.423,0.404,0.018,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.94,0.945,0.943,0.002,0.387,0.43,0.406,0.016,0.376,0.423,0.404,0.018,0,0,0.0,0.0,1,1,1.0,0.0,2,2,2.0,0.0,0.992,1.339,1.049,0.142,0.385,0.429,0.405,0.016,0.385,0.429,0.405,0.016
bank,5,induction,0.4,38.215,43.882,40.632,2.312,167.227,213.62,180.233,21.424,0.847,0.945,0.943,0.043,0.273,0.43,0.406,0.063,0.401,0.571,0.414,0.072,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.87,0.945,0.943,0.033,0.343,0.43,0.406,0.033,0.401,0.677,0.414,0.119,0,0,0.0,0.0,1,2,1.0,0.447,2,3,2.0,0.447,0.994,1.368,1.158,0.141,0.305,0.429,0.405,0.049,0.381,0.429,0.405,0.017
bank,5,induction,0.5,37.897,45.465,40.985,3.233,161.366,215.842,183.397,25.591,0.847,0.945,0.85,0.053,0.261,0.43,0.274,0.083,0.404,0.584,0.568,0.089,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.866,0.87,0.869,0.002,0.334,0.355,0.343,0.008,0.677,0.727,0.705,0.021,0,0,0.0,0.0,2,2,2.0,0.0,3,3,3.0,0.0,1.044,1.385,1.341,0.14,0.293,0.429,0.307,0.065,0.374,0.395,0.381,0.008
bank,5,induction,0.6,41.097,45.154,42.29,1.56,165.725,245.398,212.547,29.734,0.94,0.945,0.943,0.002,0.387,0.43,0.406,0.016,0.376,0.423,0.404,0.018,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.866,0.87,0.869,0.002,0.334,0.355,0.343,0.008,0.677,0.727,0.705,0.021,0,0,0.0,0.0,2,3,3.0,0.548,3,4,4.0,0.548,0.981,1.378,1.323,0.208,0.385,0.429,0.405,0.016,0.374,0.395,0.381,0.008
bank,5,induction,0.7,39.825,47.525,42.847,3.045,197.997,295.34,221.058,46.896,0.94,0.945,0.943,0.002,0.387,0.43,0.406,0.016,0.376,0.423,0.404,0.018,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.786,0.87,0.866,0.045,0.272,0.355,0.334,0.039,0.705,0.826,0.727,0.059,0,0,0.0,0.0,2,3,3.0,0.548,3,4,4.0,0.548,1.02,1.36,1.053,0.176,0.385,0.429,0.405,0.016,0.314,0.395,0.374,0.038
bank,5,induction,0.8,45.6,47.278,46.807,0.698,240.516,331.646,259.948,42.93,0.94,0.945,0.943,0.002,0.387,0.43,0.406,0.016,0.376,0.423,0.404,0.018,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.67,0.787,0.781,0.062,0.213,0.278,0.264,0.032,0.819,0.915,0.833,0.047,0,0,0.0,0.0,2,4,3.0,0.837,3,5,4.0,0.837,1.092,1.382,1.346,0.119,0.385,0.429,0.405,0.016,0.251,0.32,0.306,0.034
bank,5,islearn,0.3,927.277,1014.697,963.469,35.683,-1.0,-1.0,-1.0,0.0,0.905,0.936,0.936,0.014,0.29,0.341,0.315,0.019,0.3,0.385,0.321,0.033,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,0.975,1.369,1.348,0.201,0.305,0.34,0.312,0.014,-1.0,-1.0,-1.0,0.0
bank,5,islearn,0.4,894.853,959.813,954.857,27.339,-1.0,-1.0,-1.0,0.0,0.82,0.9,0.838,0.035,0.19,0.286,0.205,0.041,0.401,0.473,0.405,0.031,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,1.032,1.412,1.176,0.169,0.213,0.303,0.231,0.038,-1.0,-1.0,-1.0,0.0
bank,5,islearn,0.5,864.498,930.619,918.666,26.993,-1.0,-1.0,-1.0,0.0,0.792,0.854,0.802,0.031,0.199,0.265,0.201,0.031,0.504,0.533,0.522,0.012,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,0.995,1.383,1.026,0.162,0.226,0.294,0.23,0.031,-1.0,-1.0,-1.0,0.0
bank,5,islearn,0.6,812.005,884.636,862.39,29.366,-1.0,-1.0,-1.0,0.0,0.723,0.812,0.762,0.033,0.179,0.232,0.197,0.02,0.602,0.613,0.603,0.005,0,1,1.0,0.447,0,0,0.0,0.0,1,2,2.0,0.447,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,0.998,1.365,1.126,0.162,0.209,0.265,0.228,0.022,-1.0,-1.0,-1.0,0.0
bank,5,islearn,0.7,807.804,878.243,847.332,28.592,-1.0,-1.0,-1.0,0.0,0.645,0.735,0.658,0.04,0.166,0.204,0.171,0.017,0.7,0.739,0.703,0.016,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,1.236,1.367,1.34,0.058,0.196,0.238,0.201,0.019,-1.0,-1.0,-1.0,0.0
bank,5,islearn,0.8,727.058,806.214,779.48,31.912,-1.0,-1.0,-1.0,0.0,0.541,0.614,0.565,0.027,0.152,0.164,0.154,0.005,0.801,0.816,0.807,0.006,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,1.32,1.36,1.357,0.017,0.182,0.195,0.184,0.005,-1.0,-1.0,-1.0,0.0
bank,5,tree,0.3,1.13,1.369,1.275,0.1,1.13,1.381,1.275,0.106,0.959,0.981,0.964,0.011,0.442,0.495,0.468,0.022,0.191,0.352,0.325,0.08,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.916,0.964,0.959,0.02,0.392,0.468,0.444,0.028,0.325,0.535,0.352,0.086,1,2,1.0,0.548,0,2,0.0,0.894,2,5,2.0,1.414,0.985,1.386,1.354,0.169,0.363,0.43,0.415,0.03,0.414,0.438,0.422,0.01
bank,5,tree,0.4,1.19,1.371,1.227,0.072,1.201,1.383,1.24,0.07,0.959,0.981,0.964,0.011,0.442,0.495,0.468,0.022,0.191,0.352,0.325,0.08,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.903,0.92,0.903,0.008,0.384,0.418,0.391,0.013,0.535,0.643,0.631,0.047,2,3,2.0,0.447,2,3,2.0,0.447,5,7,5.0,0.894,1.005,1.38,1.064,0.173,0.363,0.43,0.415,0.03,0.414,0.443,0.423,0.011
bank,5,tree,0.5,1.164,1.239,1.21,0.032,1.175,1.251,1.222,0.029,0.959,0.981,0.964,0.011,0.442,0.495,0.468,0.022,0.191,0.352,0.325,0.08,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.903,0.92,0.903,0.008,0.384,0.418,0.391,0.013,0.535,0.643,0.631,0.047,2,3,2.0,0.447,2,3,2.0,0.447,5,7,5.0,0.894,1.007,1.381,1.088,0.18,0.363,0.43,0.415,0.03,0.414,0.443,0.423,0.011
bank,5,tree,0.6,1.154,1.308,1.207,0.062,1.165,1.32,1.235,0.062,0.959,0.981,0.964,0.011,0.442,0.495,0.468,0.022,0.191,0.352,0.325,0.08,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.879,0.903,0.903,0.01,0.373,0.391,0.385,0.007,0.631,0.715,0.643,0.035,2,3,3.0,0.548,2,3,3.0,0.548,5,7,7.0,1.095,1.089,1.387,1.191,0.125,0.363,0.43,0.415,0.03,0.412,0.424,0.422,0.005
bank,5,tree,0.7,1.122,1.22,1.143,0.043,1.15,1.27,1.213,0.051,0.959,0.981,0.964,0.011,0.442,0.495,0.468,0.022,0.191,0.352,0.325,0.08,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.75,0.883,0.876,0.057,0.262,0.383,0.361,0.049,0.712,0.909,0.738,0.082,3,5,4.0,0.837,3,7,5.0,1.673,7,13,10.0,2.51,1.013,1.173,1.028,0.078,0.363,0.43,0.415,0.03,0.305,0.424,0.402,0.047
bank,5,tree,0.8,1.135,1.261,1.19,0.05,1.183,1.356,1.256,0.071,0.959,0.981,0.964,0.011,0.442,0.495,0.468,0.022,0.191,0.352,0.325,0.08,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.708,0.843,0.798,0.056,0.238,0.344,0.302,0.043,0.837,0.943,0.872,0.044,4,6,5.0,1.0,5,9,9.0,2.191,10,16,15.0,3.13,1.03,1.379,1.142,0.145,0.363,0.43,0.415,0.03,0.28,0.39,0.347,0.044
bank,6,bayesian,0.6,202.284,250.45,210.403,21.864,618.21,941.453,647.268,148.579,0.91,0.972,0.959,0.024,0.291,0.457,0.43,0.081,0.233,0.391,0.277,0.068,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.865,0.9,0.873,0.014,0.338,0.373,0.345,0.014,0.609,0.729,0.671,0.046,3,4,3.0,0.548,2,6,4.0,1.581,6,11,8.0,2.074,0.959,0.983,0.968,0.009,0.291,0.43,0.377,0.058,0.375,0.404,0.384,0.011
bank,6,induction,0.6,50.698,58.338,56.1,2.982,205.184,323.311,299.285,46.05,0.94,0.945,0.943,0.002,0.387,0.43,0.406,0.016,0.376,0.423,0.404,0.018,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.866,0.87,0.869,0.002,0.334,0.355,0.343,0.008,0.677,0.727,0.705,0.021,0,0,0.0,0.0,2,3,3.0,0.548,3,4,4.0,0.548,0.992,1.353,1.284,0.184,0.385,0.429,0.405,0.016,0.374,0.395,0.381,0.008
bank,6,islearn,0.6,1108.791,1213.607,1175.974,43.927,-1.0,-1.0,-1.0,0.0,0.721,0.812,0.766,0.034,0.184,0.232,0.2,0.019,0.6,0.65,0.602,0.022,0,1,1.0,0.447,0,0,0.0,0.0,1,2,2.0,0.447,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,0.97,1.374,1.131,0.193,0.215,0.265,0.231,0.02,-1.0,-1.0,-1.0,0.0
bank,6,tree,0.6,1.086,1.232,1.189,0.054,1.116,1.262,1.201,0.052,0.946,0.981,0.959,0.015,0.415,0.495,0.444,0.03,0.191,0.391,0.333,0.094,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.892,0.903,0.895,0.005,0.384,0.393,0.386,0.004,0.643,0.691,0.672,0.022,2,3,3.0,0.548,2,3,3.0,0.548,5,7,7.0,1.095,1.011,1.383,1.063,0.19,0.363,0.422,0.41,0.026,0.418,0.43,0.422,0.004
bugreport,0,bayesian,0.3,195.608,255.456,225.379,23.571,195.608,463.995,255.456,135.442,0.532,0.882,0.691,0.154,0.195,0.234,0.221,0.015,0.188,0.907,0.55,0.313,0,1,1.0,0.447,0,0,0.0,0.0,1,2,2.0,0.447,0.532,0.775,0.691,0.097,0.185,0.234,0.217,0.021,0.335,0.907,0.55,0.236,1,2,1.0,0.447,0,2,0.0,0.894,2,4,2.0,1.095,-1.0,-1.0,-1.0,0.0,0.194,0.275,0.247,0.033,0.203,0.275,0.247,0.031
bugreport,0,bayesian,0.4,191.482,264.003,221.024,27.147,191.482,663.836,264.003,201.429,0.532,0.882,0.691,0.154,0.195,0.234,0.221,0.015,0.188,0.907,0.55,0.313,0,1,1.0,0.447,0,0,0.0,0.0,1,2,2.0,0.447,0.532,0.726,0.691,0.08,0.181,0.234,0.217,0.022,0.421,0.907,0.55,0.211,1,3,1.0,0.894,0,3,0.0,1.414,2,7,2.0,2.191,-1.0,-1.0,-1.0,0.0,0.194,0.275,0.247,0.033,0.205,0.275,0.247,0.03
bugreport,0,bayesian,0.5,191.612,264.991,220.524,28.303,191.612,1118.435,264.992,400.139,0.532,0.882,0.691,0.154,0.195,0.234,0.221,0.015,0.188,0.907,0.55,0.313,0,1,1.0,0.447,0,0,0.0,0.0,1,2,2.0,0.447,0.532,0.691,0.594,0.062,0.173,0.234,0.217,0.028,0.55,0.907,0.618,0.15,1,5,1.0,1.732,0,5,0.0,2.49,2,11,2.0,4.087,-1.0,-1.0,-1.0,0.0,0.194,0.275,0.247,0.033,0.202,0.275,0.247,0.033
bugreport,0,bayesian,0.6,197.129,267.555,212.007,27.472,197.129,1093.274,602.295,385.936,0.532,0.882,0.691,0.154,0.195,0.234,0.221,0.015,0.188,0.907,0.55,0.313,0,1,1.0,0.447,0,0,0.0,0.0,1,2,2.0,0.447,0.356,0.607,0.551,0.102,0.173,0.234,0.207,0.026,0.618,0.938,0.757,0.141,1,5,3.0,1.673,0,5,3.0,2.51,2,11,7.0,4.087,-1.0,-1.0,-1.0,0.0,0.194,0.275,0.247,0.033,0.202,0.275,0.24,0.03
bugreport,0,bayesian,0.7,191.321,267.15,215.411,28.631,191.321,1793.034,889.942,649.544,0.532,0.882,0.691,0.154,0.195,0.234,0.221,0.015,0.188,0.907,0.55,0.313,0,1,1.0,0.447,0,0,0.0,0.0,1,2,2.0,0.447,0.233,0.607,0.423,0.147,0.149,0.234,0.197,0.034,0.757,0.938,0.907,0.071,1,7,3.0,2.49,0,10,5.0,4.183,2,18,9.0,6.648,-1.0,-1.0,-1.0,0.0,0.194,0.275,0.247,0.033,0.179,0.275,0.234,0.038
bugreport,0,bayesian,0.8,191.288,256.239,217.282,23.962,256.239,1754.829,861.407,551.107,0.532,0.882,0.691,0.154,0.195,0.234,0.221,0.015,0.188,0.907,0.55,0.313,0,1,1.0,0.447,0,0,0.0,0.0,1,2,2.0,0.447,0.233,0.532,0.423,0.114,0.149,0.234,0.197,0.031,0.88,0.938,0.912,0.021,1,7,3.0,2.191,0,10,5.0,3.782,2,18,9.0,5.916,-1.0,-1.0,-1.0,0.0,0.194,0.275,0.247,0.033,0.179,0.275,0.234,0.035
bugreport,0,induction,0.3,99.35,164.939,126.479,26.49,232.005,588.323,380.625,150.966,0.427,0.996,0.622,0.207,0.203,0.471,0.226,0.113,0.024,0.928,0.717,0.345,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.425,0.623,0.618,0.107,0.197,0.236,0.227,0.017,0.729,0.931,0.736,0.102,0,0,0.0,0.0,1,1,1.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,0.1,0.264,0.253,0.07,0.234,0.273,0.263,0.016
bugreport,0,induction,0.4,101.01,152.951,119.873,20.879,229.799,574.233,348.374,146.752,0.427,0.996,0.622,0.207,0.203,0.471,0.226,0.113,0.024,0.928,0.717,0.345,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.425,0.623,0.618,0.107,0.197,0.236,0.227,0.017,0.729,0.931,0.736,0.102,0,0,0.0,0.0,1,1,1.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,0.1,0.264,0.253,0.07,0.234,0.273,0.263,0.016
bugreport,0,induction,0.5,111.008,153.267,129.539,18.011,250.026,571.465,356.771,141.942,0.427,0.996,0.622,0.207,0.203,0.471,0.226,0.113,0.024,0.928,0.717,0.345,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.425,0.623,0.618,0.107,0.197,0.236,0.227,0.017,0.729,0.931,0.736,0.102,0,0,0.0,0.0,1,1,1.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,0.1,0.264,0.253,0.07,0.234,0.273,0.263,0.016
bugreport,0,induction,0.6,100.606,145.904,121.326,18.222,228.881,554.515,353.537,136.803,0.427,0.996,0.622,0.207,0.203,0.471,0.226,0.113,0.024,0.928,0.717,0.345,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.425,0.623,0.618,0.107,0.197,0.236,0.227,0.017,0.729,0.931,0.736,0.102,0,0,0.0,0.0,1,1,1.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,0.1,0.264,0.253,0.07,0.234,0.273,0.263,0.016
bugreport,0,induction,0.7,109.386,143.403,123.774,14.572,278.453,575.742,355.712,130.941,0.425,0.996,0.622,0.233,0.196,0.471,0.226,0.116,0.024,0.928,0.729,0.369,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.425,0.623,0.618,0.107,0.197,0.236,0.227,0.017,0.729,0.931,0.736,0.102,0,0,0.0,0.0,1,1,1.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,0.1,0.264,0.241,0.068,0.234,0.273,0.263,0.016
bugreport,0,induction,0.8,99.971,154.7,130.093,22.245,227.329,893.271,589.177,281.864,0.425,0.996,0.622,0.233,0.196,0.471,0.226,0.116,0.024,0.928,0.729,0.369,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.425,0.612,0.426,0.083,0.195,0.24,0.197,0.019,0.769,0.931,0.909,0.065,0,1,0.0,0.447,1,2,1.0,0.548,2,4,2.0,0.894,-1.0,-1.0,-1.0,0.0,0.1,0.264,0.241,0.068,0.231,0.278,0.234,0.02
bugreport,0,islearn,0.3,2151.347,2715.327,2330.217,208.003,-1.0,-1.0,-1.0,0.0,0.74,0.807,0.783,0.025,0.154,0.194,0.179,0.016,0.301,0.312,0.302,0.005,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.171,0.209,0.195,0.015,-1.0,-1.0,-1.0,0.0
bugreport,0,islearn,0.4,2141.456,2681.292,2209.063,220.508,-1.0,-1.0,-1.0,0.0,0.636,0.692,0.67,0.02,0.151,0.167,0.162,0.006,0.401,0.412,0.411,0.005,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.173,0.189,0.184,0.006,-1.0,-1.0,-1.0,0.0
bugreport,0,islearn,0.5,1914.466,2425.31,2074.079,192.375,-1.0,-1.0,-1.0,0.0,0.546,0.599,0.578,0.019,0.153,0.168,0.155,0.006,0.502,0.523,0.51,0.009,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.178,0.194,0.18,0.007,-1.0,-1.0,-1.0,0.0
bugreport,0,islearn,0.6,1773.181,2259.507,1879.845,192.322,-1.0,-1.0,-1.0,0.0,0.452,0.507,0.486,0.02,0.148,0.165,0.152,0.007,0.602,0.628,0.603,0.011,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.174,0.194,0.179,0.008,-1.0,-1.0,-1.0,0.0
bugreport,0,islearn,0.7,1675.09,2175.768,1748.818,205.816,-1.0,-1.0,-1.0,0.0,0.327,0.422,0.363,0.035,0.143,0.159,0.147,0.006,0.702,0.718,0.71,0.006,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.17,0.188,0.175,0.007,-1.0,-1.0,-1.0,0.0
bugreport,0,islearn,0.8,1625.361,1987.245,1674.429,148.563,-1.0,-1.0,-1.0,0.0,0.225,0.3,0.238,0.03,0.139,0.152,0.14,0.005,0.801,0.815,0.805,0.005,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.167,0.181,0.168,0.006,-1.0,-1.0,-1.0,0.0
bugreport,0,tree,0.3,0.082,0.107,0.089,0.01,0.082,0.107,0.089,0.01,0.667,0.744,0.733,0.032,0.275,0.286,0.278,0.005,0.65,0.8,0.665,0.062,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.667,0.744,0.733,0.032,0.275,0.286,0.278,0.005,0.65,0.8,0.665,0.062,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,0.313,0.323,0.317,0.005,0.313,0.323,0.317,0.005
bugreport,0,tree,0.4,0.085,0.108,0.095,0.01,0.085,0.108,0.095,0.01,0.667,0.744,0.733,0.032,0.275,0.286,0.278,0.005,0.65,0.8,0.665,0.062,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.667,0.744,0.733,0.032,0.275,0.286,0.278,0.005,0.65,0.8,0.665,0.062,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,0.313,0.323,0.317,0.005,0.313,0.323,0.317,0.005
bugreport,0,tree,0.5,0.081,0.111,0.101,0.012,0.081,0.111,0.101,0.012,0.667,0.744,0.733,0.032,0.275,0.286,0.278,0.005,0.65,0.8,0.665,0.062,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.667,0.744,0.733,0.032,0.275,0.286,0.278,0.005,0.65,0.8,0.665,0.062,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,0.313,0.323,0.317,0.005,0.313,0.323,0.317,0.005
bugreport,0,tree,0.6,0.085,0.109,0.101,0.01,0.085,0.109,0.101,0.01,0.667,0.744,0.733,0.032,0.275,0.286,0.278,0.005,0.65,0.8,0.665,0.062,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.667,0.744,0.733,0.032,0.275,0.286,0.278,0.005,0.65,0.8,0.665,0.062,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,0.313,0.323,0.317,0.005,0.313,0.323,0.317,0.005
bugreport,0,tree,0.7,0.086,0.115,0.097,0.011,0.09,0.129,0.117,0.014,0.667,0.744,0.733,0.032,0.275,0.286,0.278,0.005,0.65,0.8,0.665,0.062,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.524,0.735,0.717,0.087,0.223,0.291,0.286,0.029,0.709,0.876,0.754,0.069,1,3,2.0,0.707,0,2,1.0,0.707,2,6,4.0,1.414,-1.0,-1.0,-1.0,0.0,0.313,0.323,0.317,0.005,0.262,0.332,0.325,0.029
bugreport,0,tree,0.8,0.092,0.115,0.101,0.01,0.096,0.179,0.127,0.035,0.667,0.744,0.733,0.032,0.275,0.286,0.278,0.005,0.65,0.8,0.665,0.062,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.524,0.701,0.636,0.068,0.223,0.295,0.264,0.027,0.8,0.876,0.858,0.034,1,5,3.0,1.581,0,4,2.0,1.581,2,10,6.0,3.162,-1.0,-1.0,-1.0,0.0,0.313,0.323,0.317,0.005,0.262,0.338,0.306,0.028
bugreport,2,bayesian,0.6,201.532,227.13,216.955,11.202,216.955,699.02,415.507,197.167,0.749,0.845,0.779,0.041,0.275,0.302,0.293,0.012,0.412,0.613,0.585,0.086,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.568,0.779,0.734,0.09,0.241,0.293,0.275,0.02,0.603,0.869,0.663,0.121,1,3,2.0,0.837,0,2,1.0,0.837,2,6,4.0,1.673,0.847,0.888,0.861,0.018,0.309,0.328,0.313,0.009,0.282,0.327,0.309,0.018
bugreport,2,induction,0.6,3.36,11.083,10.21,3.174,6.027,28.476,20.993,9.055,0.614,0.624,0.622,0.005,0.218,0.233,0.226,0.005,0.689,0.729,0.717,0.016,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.425,0.623,0.427,0.105,0.198,0.249,0.205,0.023,0.729,0.928,0.903,0.093,0,1,0.0,0.447,0,1,1.0,0.447,1,3,2.0,0.707,0.859,0.943,0.912,0.031,0.253,0.27,0.262,0.006,0.235,0.288,0.243,0.024
bugreport,2,islearn,0.6,115.568,130.735,121.069,5.526,-1.0,-1.0,-1.0,0.0,0.635,0.749,0.668,0.052,0.223,0.284,0.233,0.031,0.604,0.703,0.641,0.039,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,0.855,1.042,0.884,0.075,0.255,0.321,0.269,0.033,-1.0,-1.0,-1.0,0.0
