blackbox,model,learner,rules,coverage,seed,model_number,time_without,time_with,specificity_without,precision_without,recall_without,and_without,or_without,predicates_without,specificity_with,precision_with,recall_with,and_with,or_with,predicates_with,time_influential,fscore_without,fscore_with
water,rfc,0,islearn,0.3,45678901,4,511.489,-1.0,0.809,0.476,0.321,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.434,-1.0
water,rfc,0,islearn,0.3,56789012,5,510.928,-1.0,0.78,0.433,0.342,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.411,-1.0
water,rfc,0,islearn,0.4,12345678,1,474.9,-1.0,0.754,0.444,0.404,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.435,-1.0
water,rfc,0,islearn,0.4,23456789,2,490.04,-1.0,0.702,0.388,0.408,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.392,-1.0
water,rfc,0,islearn,0.4,34567890,3,473.627,-1.0,0.716,0.413,0.407,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.412,-1.0
water,rfc,0,islearn,0.4,45678901,4,494.388,-1.0,0.691,0.427,0.425,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.427,-1.0
water,rfc,0,islearn,0.4,56789012,5,468.949,-1.0,0.706,0.414,0.412,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.414,-1.0
water,rfc,0,islearn,0.5,12345678,1,443.836,-1.0,0.601,0.384,0.51,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.404,-1.0
water,rfc,0,islearn,0.5,23456789,2,454.439,-1.0,0.666,0.408,0.503,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.424,-1.0
water,rfc,0,islearn,0.5,34567890,3,465.62,-1.0,0.649,0.411,0.503,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.427,-1.0
water,rfc,0,islearn,0.5,45678901,4,459.184,-1.0,0.625,0.428,0.519,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.444,-1.0
water,rfc,0,islearn,0.5,56789012,5,445.445,-1.0,0.612,0.426,0.583,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.45,-1.0
water,rfc,0,islearn,0.6,12345678,1,407.223,-1.0,0.495,0.373,0.616,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.405,-1.0
water,rfc,0,islearn,0.6,23456789,2,394.434,-1.0,0.576,0.397,0.602,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.426,-1.0
water,rfc,0,islearn,0.6,34567890,3,419.755,-1.0,0.521,0.398,0.648,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.431,-1.0
water,rfc,0,islearn,0.6,45678901,4,454.747,-1.0,0.523,0.408,0.618,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.438,-1.0
water,rfc,0,islearn,0.6,56789012,5,420.486,-1.0,0.538,0.389,0.603,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.419,-1.0
water,rfc,0,islearn,0.7,12345678,1,395.022,-1.0,0.431,0.384,0.722,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.424,-1.0
water,rfc,0,islearn,0.7,23456789,2,395.182,-1.0,0.419,0.36,0.702,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.399,-1.0
water,rfc,0,islearn,0.7,34567890,3,387.542,-1.0,0.405,0.369,0.709,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.408,-1.0
water,rfc,0,islearn,0.7,45678901,4,380.986,-1.0,0.408,0.393,0.712,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.432,-1.0
water,rfc,0,islearn,0.7,56789012,5,372.972,-1.0,0.425,0.375,0.709,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.414,-1.0
water,rfc,0,islearn,0.8,12345678,1,346.549,-1.0,0.298,0.36,0.803,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.405,-1.0
water,rfc,0,islearn,0.8,23456789,2,348.46,-1.0,0.295,0.346,0.806,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.391,-1.0
water,rfc,0,islearn,0.8,34567890,3,349.41,-1.0,0.309,0.364,0.809,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.409,-1.0
water,rfc,0,islearn,0.8,45678901,4,341.001,-1.0,0.319,0.389,0.802,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.434,-1.0
water,rfc,0,islearn,0.8,56789012,5,342.375,-1.0,0.323,0.372,0.814,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.417,-1.0
water,rfc,0,tree,0.3,12345678,1,0.053,0.053,0.741,0.441,0.419,1,0,2,0.741,0.441,0.419,1,0,2,-1.0,0.436,0.436
water,rfc,0,tree,0.3,23456789,2,0.048,0.049,0.351,0.377,0.848,1,0,2,0.351,0.377,0.848,1,0,2,-1.0,0.424,0.424
water,rfc,0,tree,0.3,34567890,3,0.052,0.053,0.605,0.429,0.603,1,0,2,0.605,0.429,0.603,1,1,3,-1.0,0.455,0.455
water,rfc,0,tree,0.3,45678901,4,0.055,0.055,0.342,0.403,0.821,1,0,2,0.342,0.403,0.821,1,0,2,-1.0,0.449,0.449
water,rfc,0,tree,0.3,56789012,5,0.05,0.05,0.109,0.344,0.95,1,0,2,0.109,0.344,0.95,1,0,2,-1.0,0.394,0.394
water,rfc,0,tree,0.4,12345678,1,0.055,0.055,0.741,0.441,0.419,1,0,2,0.741,0.441,0.419,1,0,2,-1.0,0.436,0.436
water,rfc,0,tree,0.4,23456789,2,0.05,0.05,0.351,0.377,0.848,1,0,2,0.351,0.377,0.848,1,0,2,-1.0,0.424,0.424
water,rfc,0,tree,0.4,34567890,3,0.048,0.048,0.605,0.429,0.603,1,0,2,0.605,0.429,0.603,1,1,3,-1.0,0.455,0.455
water,rfc,0,tree,0.4,45678901,4,0.049,0.049,0.342,0.403,0.821,1,0,2,0.342,0.403,0.821,1,0,2,-1.0,0.449,0.449
water,rfc,0,tree,0.4,56789012,5,0.043,0.043,0.109,0.344,0.95,1,0,2,0.109,0.344,0.95,1,0,2,-1.0,0.394,0.394
water,rfc,0,tree,0.5,12345678,1,0.05,0.057,0.741,0.441,0.419,1,0,2,0.086,0.339,0.96,2,1,4,-1.0,0.436,0.389
water,rfc,0,tree,0.5,23456789,2,0.047,0.047,0.351,0.377,0.848,1,0,2,0.351,0.377,0.848,1,0,2,-1.0,0.424,0.424
water,rfc,0,tree,0.5,34567890,3,0.051,0.051,0.605,0.429,0.603,1,0,2,0.605,0.429,0.603,1,1,3,-1.0,0.455,0.455
water,rfc,0,tree,0.5,45678901,4,0.042,0.042,0.342,0.403,0.821,1,0,2,0.342,0.403,0.821,1,0,2,-1.0,0.449,0.449
water,rfc,0,tree,0.5,56789012,5,0.042,0.042,0.109,0.344,0.95,1,0,2,0.109,0.344,0.95,1,0,2,-1.0,0.394,0.394
water,rfc,0,tree,0.6,12345678,1,0.053,0.061,0.741,0.441,0.419,1,0,2,0.086,0.339,0.96,2,1,4,-1.0,0.436,0.389
water,rfc,0,tree,0.6,23456789,2,0.052,0.052,0.351,0.377,0.848,1,0,2,0.351,0.377,0.848,1,0,2,-1.0,0.424,0.424
water,rfc,0,tree,0.6,34567890,3,0.045,0.045,0.605,0.429,0.603,1,0,2,0.605,0.429,0.603,1,1,3,-1.0,0.455,0.455
water,rfc,0,tree,0.6,45678901,4,0.047,0.047,0.342,0.403,0.821,1,0,2,0.342,0.403,0.821,1,0,2,-1.0,0.449,0.449
water,rfc,0,tree,0.6,56789012,5,0.044,0.045,0.109,0.344,0.95,1,0,2,0.109,0.344,0.95,1,0,2,-1.0,0.394,0.394
water,rfc,0,tree,0.7,12345678,1,0.046,0.053,0.741,0.441,0.419,1,0,2,0.086,0.339,0.96,2,1,4,-1.0,0.436,0.389
water,rfc,0,tree,0.7,23456789,2,0.048,0.048,0.351,0.377,0.848,1,0,2,0.351,0.377,0.848,1,0,2,-1.0,0.424,0.424
water,rfc,0,tree,0.7,34567890,3,0.051,0.069,0.605,0.429,0.603,1,0,2,0.528,0.428,0.719,3,4,8,-1.0,0.455,0.466
water,rfc,0,tree,0.7,45678901,4,0.049,0.049,0.342,0.403,0.821,1,0,2,0.342,0.403,0.821,1,0,2,-1.0,0.449,0.449
water,rfc,0,tree,0.7,56789012,5,0.045,0.045,0.109,0.344,0.95,1,0,2,0.109,0.344,0.95,1,0,2,-1.0,0.394,0.394
water,rfc,0,tree,0.8,12345678,1,0.054,0.062,0.741,0.441,0.419,1,0,2,0.086,0.339,0.96,2,1,4,-1.0,0.436,0.389
water,rfc,0,tree,0.8,23456789,2,0.046,0.046,0.351,0.377,0.848,1,0,2,0.351,0.377,0.848,1,0,2,-1.0,0.424,0.424
water,rfc,0,tree,0.8,34567890,3,0.047,0.094,0.605,0.429,0.603,1,0,2,0.331,0.403,0.92,4,7,12,-1.0,0.455,0.454
water,rfc,0,tree,0.8,45678901,4,0.044,0.044,0.342,0.403,0.821,1,0,2,0.342,0.403,0.821,1,0,2,-1.0,0.449,0.449
water,rfc,0,tree,0.8,56789012,5,0.038,0.038,0.109,0.344,0.95,1,0,2,0.109,0.344,0.95,1,0,2,-1.0,0.394,0.394
water,rfc,2,bayesian,0.6,12345678,1,194.66,402.296,0.709,0.416,0.424,1,0,2,0.488,0.397,0.692,2,1,4,0.393,0.418,0.434
water,rfc,2,bayesian,0.6,23456789,2,183.215,183.215,0.373,0.368,0.791,1,0,2,0.373,0.368,0.791,1,0,2,0.397,0.412,0.412
water,rfc,2,bayesian,0.6,34567890,3,173.977,173.978,0.538,0.403,0.633,1,0,2,0.538,0.403,0.633,1,0,2,0.381,0.435,0.435
water,rfc,2,bayesian,0.6,45678901,4,174.304,174.304,0.372,0.396,0.759,1,0,2,0.372,0.396,0.759,1,1,3,0.398,0.438,0.438
water,rfc,2,bayesian,0.6,56789012,5,210.632,446.025,0.526,0.381,0.593,1,0,2,0.326,0.38,0.839,2,1,4,0.394,0.41,0.427
water,rfc,2,induction,0.6,12345678,1,5.805,15.105,0.236,0.36,0.879,0,0,1,0.539,0.404,0.641,1,1,3,0.447,0.408,0.436
water,rfc,2,induction,0.6,23456789,2,4.703,8.468,0.458,0.378,0.712,1,0,2,0.375,0.374,0.806,2,1,4,0.572,0.417,0.419
water,rfc,2,induction,0.6,34567890,3,5.116,16.762,0.235,0.36,0.874,0,0,1,0.373,0.38,0.784,2,1,4,0.56,0.408,0.424
water,rfc,2,induction,0.6,45678901,4,1.849,2.712,0.393,0.391,0.722,1,0,2,0.393,0.391,0.722,1,1,3,0.459,0.43,0.43
water,rfc,2,induction,0.6,56789012,5,4.814,11.693,0.449,0.381,0.688,1,0,2,0.378,0.382,0.784,2,1,4,0.42,0.418,0.426
water,rfc,2,islearn,0.6,12345678,1,30.499,-1.0,0.448,0.354,0.616,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,0.432,0.387,-1.0
water,rfc,2,islearn,0.6,23456789,2,31.313,-1.0,0.552,0.387,0.618,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,0.466,0.418,-1.0
water,rfc,2,islearn,0.6,34567890,3,28.686,-1.0,0.56,0.403,0.603,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,0.465,0.432,-1.0
water,rfc,2,islearn,0.6,45678901,4,33.636,-1.0,0.487,0.389,0.604,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,0.405,0.419,-1.0
water,rfc,2,islearn,0.6,56789012,5,29.751,-1.0,0.504,0.372,0.603,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,0.581,0.403,-1.0
water,rfc,2,tree,0.6,12345678,1,0.513,0.519,0.741,0.441,0.419,1,0,2,0.571,0.431,0.667,2,1,4,0.394,0.436,0.464
water,rfc,2,tree,0.6,23456789,2,0.551,0.551,0.351,0.377,0.848,1,0,2,0.351,0.377,0.848,1,0,2,0.401,0.424,0.424
water,rfc,2,tree,0.6,34567890,3,0.539,0.545,0.696,0.436,0.477,1,0,2,0.546,0.416,0.658,2,1,4,0.446,0.444,0.449
water,rfc,2,tree,0.6,45678901,4,0.505,0.505,0.342,0.403,0.821,1,0,2,0.342,0.403,0.821,1,0,2,0.582,0.449,0.449
water,rfc,2,tree,0.6,56789012,5,0.489,0.489,0.405,0.388,0.769,1,0,2,0.405,0.388,0.769,1,0,2,0.568,0.431,0.431
water,rfc,3,bayesian,0.6,12345678,1,248.936,463.481,0.67,0.407,0.465,1,0,2,0.438,0.39,0.737,2,1,4,0.39,0.417,0.431
water,rfc,3,bayesian,0.6,23456789,2,204.067,204.068,0.356,0.373,0.827,1,0,2,0.356,0.373,0.827,1,0,2,0.396,0.419,0.419
water,rfc,3,bayesian,0.6,34567890,3,185.669,185.67,0.494,0.395,0.673,1,0,2,0.494,0.395,0.673,1,0,2,0.38,0.431,0.431
water,rfc,3,bayesian,0.6,45678901,4,234.532,234.532,0.408,0.381,0.675,1,0,2,0.408,0.381,0.675,1,0,2,0.4,0.417,0.417
water,rfc,3,bayesian,0.6,56789012,5,194.491,194.493,0.138,0.351,0.95,0,0,1,0.138,0.351,0.95,0,0,1,0.402,0.402,0.402
water,rfc,3,induction,0.6,12345678,1,7.879,35.83,0.236,0.36,0.879,0,0,1,0.16,0.355,0.949,0,1,2,0.486,0.408,0.406
water,rfc,3,induction,0.6,23456789,2,5.845,14.22,0.23,0.343,0.869,0,0,1,0.375,0.361,0.764,1,1,3,0.432,0.39,0.404
water,rfc,3,induction,0.6,34567890,3,7.905,25.081,0.235,0.36,0.874,0,0,1,0.22,0.362,0.899,1,1,3,0.395,0.408,0.411
water,rfc,3,induction,0.6,45678901,4,5.887,10.774,0.24,0.379,0.858,0,0,1,0.217,0.381,0.892,1,2,4,0.576,0.427,0.43
water,rfc,3,induction,0.6,56789012,5,5.89,20.034,0.232,0.352,0.849,0,0,1,0.444,0.382,0.698,1,1,3,0.473,0.399,0.42
water,rfc,3,islearn,0.6,12345678,1,55.676,-1.0,0.463,0.361,0.611,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,0.437,0.393,-1.0
water,rfc,3,islearn,0.6,23456789,2,59.706,-1.0,0.545,0.387,0.628,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,0.423,0.419,-1.0
water,rfc,3,islearn,0.6,34567890,3,59.701,-1.0,0.543,0.397,0.623,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,0.544,0.428,-1.0
water,rfc,3,islearn,0.6,45678901,4,59.852,-1.0,0.515,0.404,0.608,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,0.555,0.433,-1.0
water,rfc,3,islearn,0.6,56789012,5,62.405,-1.0,0.519,0.381,0.603,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,0.579,0.411,-1.0
water,rfc,3,tree,0.6,12345678,1,0.504,0.51,0.741,0.441,0.419,1,0,2,0.571,0.431,0.667,2,1,4,0.469,0.436,0.464
water,rfc,3,tree,0.6,23456789,2,0.526,0.526,0.351,0.377,0.848,1,0,2,0.351,0.377,0.848,1,0,2,0.579,0.424,0.424
water,rfc,3,tree,0.6,34567890,3,0.471,0.476,0.696,0.436,0.477,1,0,2,0.546,0.416,0.658,2,1,4,0.446,0.444,0.449
water,rfc,3,tree,0.6,45678901,4,0.486,0.486,0.342,0.403,0.821,1,0,2,0.342,0.403,0.821,1,0,2,0.411,0.449,0.449
water,rfc,3,tree,0.6,56789012,5,0.539,0.539,0.109,0.344,0.95,1,0,2,0.109,0.344,0.95,1,0,2,0.574,0.394,0.394
water,rfc,4,bayesian,0.6,12345678,1,212.55,439.095,0.52,0.371,0.581,1,0,2,0.305,0.372,0.843,2,2,5,0.387,0.4,0.419
water,rfc,4,bayesian,0.6,23456789,2,214.175,404.66,0.637,0.38,0.482,1,0,2,0.276,0.346,0.827,2,1,4,0.397,0.397,0.392
water,rfc,4,bayesian,0.6,34567890,3,184.393,397.164,0.533,0.384,0.593,1,0,2,0.309,0.374,0.839,2,2,5,0.38,0.413,0.421
water,rfc,4,bayesian,0.6,45678901,4,187.615,394.484,0.561,0.394,0.528,1,0,2,0.355,0.392,0.769,2,2,5,0.398,0.415,0.435
water,rfc,4,bayesian,0.6,56789012,5,234.174,234.175,0.232,0.356,0.864,1,0,2,0.232,0.356,0.864,1,0,2,0.399,0.403,0.403
water,rfc,4,induction,0.6,12345678,1,10.908,47.18,0.236,0.36,0.879,0,0,1,0.16,0.355,0.949,0,1,2,0.4,0.408,0.406
water,rfc,4,induction,0.6,23456789,2,8.718,24.768,0.23,0.343,0.869,0,0,1,0.182,0.345,0.932,0,1,2,0.439,0.39,0.395
water,rfc,4,induction,0.6,34567890,3,11.009,52.802,0.235,0.36,0.874,0,0,1,0.225,0.363,0.899,1,2,4,0.42,0.408,0.412
water,rfc,4,induction,0.6,45678901,4,7.113,30.537,0.24,0.379,0.858,0,0,1,0.217,0.381,0.892,1,2,4,0.415,0.427,0.43
water,rfc,4,induction,0.6,56789012,5,6.115,20.73,0.232,0.352,0.849,0,0,1,0.444,0.382,0.698,1,1,3,0.589,0.399,0.42
water,rfc,4,islearn,0.6,12345678,1,92.573,-1.0,0.493,0.37,0.606,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,0.57,0.401,-1.0
water,rfc,4,islearn,0.6,23456789,2,87.82,-1.0,0.487,0.36,0.623,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,0.448,0.393,-1.0
water,rfc,4,islearn,0.6,34567890,3,89.808,-1.0,0.514,0.384,0.618,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,0.467,0.415,-1.0
water,rfc,4,islearn,0.6,45678901,4,97.457,-1.0,0.523,0.408,0.618,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,0.565,0.438,-1.0
water,rfc,4,islearn,0.6,56789012,5,91.125,-1.0,0.511,0.385,0.618,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,0.504,0.416,-1.0
water,rfc,4,tree,0.6,12345678,1,0.491,0.496,0.741,0.441,0.419,1,0,2,0.571,0.431,0.667,2,1,4,0.394,0.436,0.464
water,rfc,4,tree,0.6,23456789,2,0.499,0.499,0.351,0.377,0.848,1,0,2,0.351,0.377,0.848,1,0,2,0.43,0.424,0.424
water,rfc,4,tree,0.6,34567890,3,0.409,0.409,0.605,0.429,0.603,1,0,2,0.605,0.429,0.603,1,1,3,0.385,0.455,0.455
water,rfc,4,tree,0.6,45678901,4,0.477,0.477,0.342,0.403,0.821,1,0,2,0.342,0.403,0.821,1,0,2,0.45,0.449,0.449
water,rfc,4,tree,0.6,56789012,5,0.423,0.423,0.109,0.344,0.95,1,0,2,0.109,0.344,0.95,1,0,2,0.4,0.394,0.394
water,rfc,5,bayesian,0.3,12345678,1,234.065,234.066,0.7,0.413,0.434,1,0,2,0.7,0.413,0.434,1,0,2,0.387,0.417,0.417
water,rfc,5,bayesian,0.3,23456789,2,188.226,188.227,0.637,0.38,0.482,1,0,2,0.637,0.38,0.482,1,0,2,0.398,0.397,0.397
water,rfc,5,bayesian,0.3,34567890,3,194.153,194.154,0.523,0.385,0.608,1,0,2,0.523,0.385,0.608,1,0,2,0.379,0.415,0.415
water,rfc,5,bayesian,0.3,45678901,4,224.764,224.765,0.27,0.378,0.821,1,0,2,0.27,0.378,0.821,1,1,3,0.398,0.424,0.424
water,rfc,5,bayesian,0.3,56789012,5,235.393,235.393,0.101,0.348,0.975,1,0,2,0.101,0.348,0.975,1,0,2,0.4,0.399,0.399
water,rfc,5,bayesian,0.4,12345678,1,227.264,227.265,0.7,0.413,0.434,1,0,2,0.7,0.413,0.434,1,0,2,0.39,0.417,0.417
water,rfc,5,bayesian,0.4,23456789,2,191.05,191.051,0.637,0.38,0.482,1,0,2,0.637,0.38,0.482,1,0,2,0.396,0.397,0.397
water,rfc,5,bayesian,0.4,34567890,3,194.943,194.943,0.523,0.385,0.608,1,0,2,0.523,0.385,0.608,1,0,2,0.38,0.415,0.415
water,rfc,5,bayesian,0.4,45678901,4,221.664,221.665,0.27,0.378,0.821,1,0,2,0.27,0.378,0.821,1,1,3,0.401,0.424,0.424
water,rfc,5,bayesian,0.4,56789012,5,249.16,249.161,0.101,0.348,0.975,1,0,2,0.101,0.348,0.975,1,0,2,0.4,0.399,0.399
water,rfc,5,bayesian,0.5,12345678,1,237.348,468.294,0.7,0.413,0.434,1,0,2,0.48,0.397,0.702,2,1,4,0.388,0.417,0.435
water,rfc,5,bayesian,0.5,23456789,2,195.448,400.271,0.637,0.38,0.482,1,0,2,0.167,0.34,0.927,2,1,4,0.402,0.397,0.389
water,rfc,5,bayesian,0.5,34567890,3,197.009,197.009,0.523,0.385,0.608,1,0,2,0.523,0.385,0.608,1,0,2,0.379,0.415,0.415
water,rfc,5,bayesian,0.5,45678901,4,226.823,226.824,0.27,0.378,0.821,1,0,2,0.27,0.378,0.821,1,1,3,0.404,0.424,0.424
water,rfc,5,bayesian,0.5,56789012,5,240.804,240.804,0.101,0.348,0.975,1,0,2,0.101,0.348,0.975,1,0,2,0.399,0.399,0.399
water,rfc,5,bayesian,0.6,12345678,1,240.493,465.394,0.7,0.413,0.434,1,0,2,0.48,0.397,0.702,2,1,4,0.388,0.417,0.435
water,rfc,5,bayesian,0.6,23456789,2,191.505,390.402,0.637,0.38,0.482,1,0,2,0.167,0.34,0.927,2,1,4,0.4,0.397,0.389
water,rfc,5,bayesian,0.6,34567890,3,196.836,196.837,0.523,0.385,0.608,1,0,2,0.523,0.385,0.608,1,0,2,0.383,0.415,0.415
water,rfc,5,bayesian,0.6,45678901,4,229.036,229.037,0.27,0.378,0.821,1,0,2,0.27,0.378,0.821,1,1,3,0.4,0.424,0.424
water,rfc,5,bayesian,0.6,56789012,5,240.921,240.921,0.101,0.348,0.975,1,0,2,0.101,0.348,0.975,1,0,2,0.398,0.399,0.399
water,rfc,5,bayesian,0.7,12345678,1,232.748,457.797,0.7,0.413,0.434,1,0,2,0.48,0.397,0.702,2,1,4,0.388,0.417,0.435
water,rfc,5,bayesian,0.7,23456789,2,192.49,392.12,0.637,0.38,0.482,1,0,2,0.167,0.34,0.927,2,1,4,0.394,0.397,0.389
water,rfc,5,bayesian,0.7,34567890,3,197.966,649.929,0.523,0.385,0.608,1,0,2,0.331,0.378,0.829,3,2,6,0.383,0.415,0.424
water,rfc,5,bayesian,0.7,45678901,4,222.561,222.561,0.27,0.378,0.821,1,0,2,0.27,0.378,0.821,1,1,3,0.405,0.424,0.424
water,rfc,5,bayesian,0.7,56789012,5,243.464,243.464,0.101,0.348,0.975,1,0,2,0.101,0.348,0.975,1,0,2,0.399,0.399,0.399
water,rfc,5,bayesian,0.8,12345678,1,231.178,713.144,0.7,0.413,0.434,1,0,2,0.328,0.378,0.838,3,2,6,0.397,0.417,0.425
water,rfc,5,bayesian,0.8,23456789,2,186.682,386.424,0.637,0.38,0.482,1,0,2,0.167,0.34,0.927,2,1,4,0.399,0.397,0.389
water,rfc,5,bayesian,0.8,34567890,3,194.238,636.185,0.523,0.385,0.608,1,0,2,0.331,0.378,0.829,3,2,6,0.38,0.415,0.424
water,rfc,5,bayesian,0.8,45678901,4,236.372,236.373,0.27,0.378,0.821,1,0,2,0.27,0.378,0.821,1,1,3,0.399,0.424,0.424
water,rfc,5,bayesian,0.8,56789012,5,237.168,237.168,0.101,0.348,0.975,1,0,2,0.101,0.348,0.975,1,0,2,0.403,0.399,0.399
water,rfc,5,induction,0.3,12345678,1,14.367,46.801,0.236,0.36,0.879,0,0,1,0.64,0.404,0.5,0,1,2,0.555,0.408,0.42
water,rfc,5,induction,0.3,23456789,2,12.029,35.924,0.23,0.343,0.869,0,0,1,0.38,0.369,0.785,1,3,5,0.567,0.39,0.413
water,rfc,5,induction,0.3,34567890,3,13.92,35.762,0.235,0.36,0.874,0,0,1,0.64,0.402,0.492,0,1,2,0.424,0.408,0.417
water,rfc,5,induction,0.3,45678901,4,8.788,33.868,0.24,0.379,0.858,0,0,1,0.217,0.385,0.906,1,2,4,0.425,0.427,0.435
water,rfc,5,induction,0.3,56789012,5,7.493,22.099,0.232,0.352,0.849,0,0,1,0.232,0.352,0.849,0,0,1,0.506,0.399,0.399
water,rfc,5,induction,0.4,12345678,1,14.319,43.389,0.236,0.36,0.879,0,0,1,0.64,0.404,0.5,0,1,2,0.489,0.408,0.42
water,rfc,5,induction,0.4,23456789,2,11.656,36.421,0.23,0.343,0.869,0,0,1,0.38,0.369,0.785,1,3,5,0.404,0.39,0.413
water,rfc,5,induction,0.4,34567890,3,12.226,35.31,0.235,0.36,0.874,0,0,1,0.64,0.402,0.492,0,1,2,0.542,0.408,0.417
water,rfc,5,induction,0.4,45678901,4,8.87,32.358,0.24,0.379,0.858,0,0,1,0.217,0.385,0.906,1,2,4,0.573,0.427,0.435
water,rfc,5,induction,0.4,56789012,5,7.008,20.716,0.232,0.352,0.849,0,0,1,0.232,0.352,0.849,0,0,1,0.407,0.399,0.399
water,rfc,5,induction,0.5,12345678,1,15.415,45.16,0.236,0.36,0.879,0,0,1,0.64,0.404,0.5,0,1,2,0.396,0.408,0.42
water,rfc,5,induction,0.5,23456789,2,13.337,47.321,0.23,0.343,0.869,0,0,1,0.38,0.369,0.785,1,3,5,0.443,0.39,0.413
water,rfc,5,induction,0.5,34567890,3,11.923,53.693,0.235,0.36,0.874,0,0,1,0.607,0.413,0.563,1,4,6,0.394,0.408,0.436
water,rfc,5,induction,0.5,45678901,4,8.909,43.008,0.24,0.379,0.858,0,0,1,0.237,0.386,0.887,2,2,5,0.417,0.427,0.435
water,rfc,5,induction,0.5,56789012,5,7.547,21.111,0.232,0.352,0.849,0,0,1,0.232,0.352,0.849,0,0,1,0.402,0.399,0.399
water,rfc,5,induction,0.6,12345678,1,15.226,64.786,0.236,0.36,0.879,0,0,1,0.229,0.365,0.909,2,1,4,0.448,0.408,0.415
water,rfc,5,induction,0.6,23456789,2,12.121,45.304,0.23,0.343,0.869,0,0,1,0.38,0.369,0.785,1,3,5,0.412,0.39,0.413
water,rfc,5,induction,0.6,34567890,3,12.038,62.368,0.235,0.36,0.874,0,0,1,0.58,0.418,0.613,2,6,9,0.383,0.408,0.446
water,rfc,5,induction,0.6,45678901,4,8.345,40.525,0.24,0.379,0.858,0,0,1,0.237,0.386,0.887,2,2,5,0.429,0.427,0.435
water,rfc,5,induction,0.6,56789012,5,8.501,21.77,0.232,0.352,0.849,0,0,1,0.232,0.352,0.849,0,0,1,0.466,0.399,0.399
water,rfc,5,induction,0.7,12345678,1,16.132,64.68,0.236,0.36,0.879,0,0,1,0.229,0.365,0.909,2,1,4,0.397,0.408,0.415
water,rfc,5,induction,0.7,23456789,2,11.686,45.709,0.23,0.343,0.869,0,0,1,0.38,0.369,0.785,1,3,5,0.434,0.39,0.413
water,rfc,5,induction,0.7,34567890,3,12.404,71.496,0.235,0.36,0.874,0,0,1,0.225,0.363,0.899,1,2,4,0.386,0.408,0.412
water,rfc,5,induction,0.7,45678901,4,8.599,42.232,0.24,0.379,0.858,0,0,1,0.217,0.385,0.906,1,2,4,0.411,0.427,0.435
water,rfc,5,induction,0.7,56789012,5,8.055,21.692,0.232,0.352,0.849,0,0,1,0.232,0.352,0.849,0,0,1,0.571,0.399,0.399
water,rfc,5,induction,0.8,12345678,1,16.092,66.831,0.236,0.36,0.879,0,0,1,0.229,0.365,0.909,2,1,4,0.4,0.408,0.415
