blackbox,model,learner,rules,coverage,seed,model_number,time_without,time_with,specificity_without,precision_without,recall_without,and_without,or_without,predicates_without,specificity_with,precision_with,recall_with,and_with,or_with,predicates_with,time_influential,fscore_without,fscore_with
spam,rfc,5,induction,0.3,23456789,2,41.716,92.27,0.412,0.376,0.617,0,0,1,0.397,0.378,0.638,1,1,3,12.061,0.408,0.412
spam,rfc,5,induction,0.3,34567890,3,42.215,135.878,0.409,0.373,0.618,0,0,1,0.394,0.374,0.637,1,1,3,11.51,0.405,0.408
spam,rfc,5,induction,0.3,45678901,4,43.944,122.74,0.621,0.401,0.435,0,0,1,0.601,0.407,0.469,1,1,3,11.497,0.407,0.418
spam,rfc,5,induction,0.3,56789012,5,51.096,253.286,0.61,0.381,0.415,0,0,1,0.588,0.386,0.447,1,1,3,14.071,0.387,0.397
spam,rfc,5,induction,0.4,12345678,1,37.014,75.243,0.411,0.385,0.62,0,0,1,0.379,0.389,0.662,1,1,3,13.132,0.417,0.424
spam,rfc,5,induction,0.4,23456789,2,50.074,101.889,0.412,0.376,0.617,0,0,1,0.397,0.378,0.638,1,1,3,14.008,0.408,0.412
spam,rfc,5,induction,0.4,34567890,3,38.926,122.599,0.409,0.373,0.618,0,0,1,0.394,0.374,0.637,1,1,3,11.927,0.405,0.408
spam,rfc,5,induction,0.4,45678901,4,44.244,148.131,0.621,0.401,0.435,0,0,1,0.601,0.407,0.469,1,1,3,13.478,0.407,0.418
spam,rfc,5,induction,0.4,56789012,5,49.6,275.881,0.61,0.381,0.415,0,0,1,0.588,0.386,0.447,1,1,3,11.697,0.387,0.397
spam,rfc,5,induction,0.5,12345678,1,36.691,73.72,0.411,0.385,0.62,0,0,1,0.379,0.389,0.662,1,1,3,12.289,0.417,0.424
spam,rfc,5,induction,0.5,23456789,2,47.021,97.388,0.412,0.376,0.617,0,0,1,0.397,0.378,0.638,1,1,3,13.992,0.408,0.412
spam,rfc,5,induction,0.5,34567890,3,41.417,155.206,0.409,0.373,0.618,0,0,1,0.394,0.374,0.637,1,1,3,13.696,0.405,0.408
spam,rfc,5,induction,0.5,45678901,4,46.257,184.999,0.621,0.401,0.435,0,0,1,0.567,0.408,0.512,2,2,5,11.855,0.407,0.425
spam,rfc,5,induction,0.5,56789012,5,47.715,287.351,0.61,0.381,0.415,0,0,1,0.573,0.388,0.467,2,2,5,11.72,0.387,0.402
spam,rfc,5,induction,0.6,12345678,1,37.448,83.628,0.411,0.385,0.62,0,0,1,0.379,0.389,0.662,1,1,3,12.829,0.417,0.424
spam,rfc,5,induction,0.6,23456789,2,51.198,107.7,0.412,0.376,0.617,0,0,1,0.397,0.378,0.638,1,1,3,14.092,0.408,0.412
spam,rfc,5,induction,0.6,34567890,3,40.323,177.213,0.409,0.373,0.618,0,0,1,0.394,0.374,0.637,1,1,3,11.624,0.405,0.408
spam,rfc,5,induction,0.6,45678901,4,48.797,197.792,0.621,0.401,0.435,0,0,1,0.567,0.408,0.512,2,2,5,13.58,0.407,0.425
spam,rfc,5,induction,0.6,56789012,5,47.942,341.929,0.61,0.381,0.415,0,0,1,0.557,0.388,0.486,3,3,7,11.867,0.387,0.404
spam,rfc,5,induction,0.7,12345678,1,41.567,86.172,0.411,0.385,0.62,0,0,1,0.379,0.389,0.662,1,1,3,13.905,0.417,0.424
spam,rfc,5,induction,0.7,23456789,2,44.259,114.56,0.412,0.376,0.617,0,0,1,0.374,0.38,0.666,2,2,5,12.693,0.408,0.416
spam,rfc,5,induction,0.7,34567890,3,40.349,202.414,0.409,0.373,0.618,0,0,1,0.382,0.375,0.653,2,2,5,11.751,0.405,0.41
spam,rfc,5,induction,0.7,45678901,4,36.487,192.107,0.621,0.401,0.435,0,0,1,0.567,0.408,0.512,2,2,5,11.258,0.407,0.425
spam,rfc,5,induction,0.7,56789012,5,43.744,330.473,0.61,0.381,0.415,0,0,1,0.557,0.388,0.486,3,3,7,11.732,0.387,0.404
spam,rfc,5,induction,0.8,12345678,1,37.729,91.695,0.411,0.385,0.62,0,0,1,0.379,0.389,0.662,1,1,3,12.299,0.417,0.424
spam,rfc,5,induction,0.8,23456789,2,44.382,133.757,0.412,0.376,0.617,0,0,1,0.356,0.38,0.686,3,3,7,12.318,0.408,0.417
spam,rfc,5,induction,0.8,34567890,3,39.212,227.223,0.409,0.373,0.618,0,0,1,0.366,0.375,0.671,3,3,7,11.976,0.405,0.411
spam,rfc,5,induction,0.8,45678901,4,39.383,190.926,0.621,0.401,0.435,0,0,1,0.567,0.408,0.512,2,2,5,11.452,0.407,0.425
spam,rfc,5,induction,0.8,56789012,5,44.871,328.907,0.61,0.381,0.415,0,0,1,0.557,0.388,0.486,3,3,7,12.286,0.387,0.404
spam,rfc,5,islearn,0.3,12345678,1,1593.877,-1.0,0.717,0.386,0.302,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,12.665,0.366,-1.0
spam,rfc,5,islearn,0.3,23456789,2,1588.712,-1.0,0.725,0.385,0.301,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,13.001,0.365,-1.0
spam,rfc,5,islearn,0.3,34567890,3,1630.198,-1.0,0.724,0.382,0.305,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,13.425,0.364,-1.0
spam,rfc,5,islearn,0.3,45678901,4,1552.955,-1.0,0.72,0.387,0.303,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,11.717,0.367,-1.0
spam,rfc,5,islearn,0.3,56789012,5,1572.515,-1.0,0.719,0.388,0.308,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,11.989,0.369,-1.0
spam,rfc,5,islearn,0.4,12345678,1,1614.151,-1.0,0.633,0.391,0.401,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,14.238,0.393,-1.0
spam,rfc,5,islearn,0.4,23456789,2,1485.722,-1.0,0.636,0.385,0.402,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,11.77,0.388,-1.0
spam,rfc,5,islearn,0.4,34567890,3,1573.22,-1.0,0.625,0.378,0.402,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,11.514,0.383,-1.0
spam,rfc,5,islearn,0.4,45678901,4,1497.169,-1.0,0.623,0.382,0.401,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,11.328,0.386,-1.0
spam,rfc,5,islearn,0.4,56789012,5,1490.415,-1.0,0.622,0.38,0.4,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,11.76,0.384,-1.0
spam,rfc,5,islearn,0.5,12345678,1,1499.346,-1.0,0.519,0.383,0.504,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,12.372,0.402,-1.0
spam,rfc,5,islearn,0.5,23456789,2,1420.814,-1.0,0.523,0.378,0.502,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,11.967,0.398,-1.0
spam,rfc,5,islearn,0.5,34567890,3,1507.912,-1.0,0.529,0.377,0.501,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,11.757,0.397,-1.0
spam,rfc,5,islearn,0.5,45678901,4,1441.809,-1.0,0.509,0.371,0.503,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,11.942,0.392,-1.0
spam,rfc,5,islearn,0.5,56789012,5,1391.628,-1.0,0.521,0.378,0.502,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,14.139,0.398,-1.0
spam,rfc,5,islearn,0.6,12345678,1,1394.562,-1.0,0.422,0.385,0.605,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,13.934,0.415,-1.0
spam,rfc,5,islearn,0.6,23456789,2,1376.256,-1.0,0.436,0.377,0.601,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,11.8,0.407,-1.0
spam,rfc,5,islearn,0.6,34567890,3,1433.99,-1.0,0.422,0.373,0.605,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,11.903,0.404,-1.0
spam,rfc,5,islearn,0.6,45678901,4,1370.521,-1.0,0.402,0.369,0.603,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,11.312,0.4,-1.0
spam,rfc,5,islearn,0.6,56789012,5,1266.35,-1.0,0.409,0.371,0.604,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,11.872,0.402,-1.0
spam,rfc,5,islearn,0.7,12345678,1,1355.521,-1.0,0.301,0.373,0.705,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,12.366,0.412,-1.0
spam,rfc,5,islearn,0.7,23456789,2,1319.728,-1.0,0.327,0.374,0.7,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,11.907,0.412,-1.0
spam,rfc,5,islearn,0.7,34567890,3,1331.762,-1.0,0.33,0.372,0.7,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,11.558,0.41,-1.0
spam,rfc,5,islearn,0.7,45678901,4,1284.142,-1.0,0.304,0.369,0.701,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,13.315,0.408,-1.0
spam,rfc,5,islearn,0.7,56789012,5,1185.016,-1.0,0.301,0.367,0.706,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,12.638,0.406,-1.0
spam,rfc,5,islearn,0.8,12345678,1,1270.503,-1.0,0.203,0.376,0.805,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,13.523,0.421,-1.0
spam,rfc,5,islearn,0.8,23456789,2,1198.456,-1.0,0.218,0.371,0.802,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,14.122,0.416,-1.0
spam,rfc,5,islearn,0.8,34567890,3,1226.006,-1.0,0.217,0.367,0.801,0,0,1,-1.0,-1.0,-1.0,-1,-1,-1,13.446,0.412,-1.0
spam,rfc,5,islearn,0.8,45678901,4,1162.091,-1.0,0.195,0.369,0.806,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,11.849,0.414,-1.0
spam,rfc,5,islearn,0.8,56789012,5,1084.061,-1.0,0.195,0.366,0.806,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,13.405,0.411,-1.0
spam,rfc,5,tree,0.3,12345678,1,13.637,13.637,0.024,0.366,0.946,1,0,2,0.024,0.366,0.946,1,0,2,12.735,0.417,0.417
spam,rfc,5,tree,0.3,23456789,2,13.048,13.048,0.138,0.353,0.819,1,0,2,0.138,0.353,0.819,1,0,2,13.991,0.398,0.398
spam,rfc,5,tree,0.3,34567890,3,12.155,12.155,0.066,0.355,0.904,1,0,2,0.066,0.355,0.904,1,0,2,11.614,0.404,0.404
spam,rfc,5,tree,0.3,45678901,4,11.819,11.819,0.701,0.389,0.325,1,0,2,0.701,0.389,0.325,1,0,2,11.326,0.374,0.374
spam,rfc,5,tree,0.3,56789012,5,12.527,12.527,0.147,0.352,0.802,1,0,2,0.147,0.352,0.802,1,0,2,11.815,0.396,0.396
spam,rfc,5,tree,0.4,12345678,1,13.093,13.093,0.024,0.366,0.946,1,0,2,0.024,0.366,0.946,1,0,2,13.826,0.417,0.417
spam,rfc,5,tree,0.4,23456789,2,12.576,12.576,0.138,0.353,0.819,1,0,2,0.138,0.353,0.819,1,0,2,11.948,0.398,0.398
spam,rfc,5,tree,0.4,34567890,3,12.423,12.423,0.066,0.355,0.904,1,0,2,0.066,0.355,0.904,1,0,2,11.747,0.404,0.404
spam,rfc,5,tree,0.4,45678901,4,12.385,12.401,0.701,0.389,0.325,1,0,2,0.109,0.356,0.843,2,1,4,11.52,0.374,0.403
spam,rfc,5,tree,0.4,56789012,5,12.193,12.193,0.147,0.352,0.802,1,0,2,0.147,0.352,0.802,1,0,2,11.856,0.396,0.396
spam,rfc,5,tree,0.5,12345678,1,13.052,13.052,0.024,0.366,0.946,1,0,2,0.024,0.366,0.946,1,0,2,12.977,0.417,0.417
spam,rfc,5,tree,0.5,23456789,2,12.184,12.184,0.138,0.353,0.819,1,0,2,0.138,0.353,0.819,1,0,2,11.997,0.398,0.398
spam,rfc,5,tree,0.5,34567890,3,12.647,12.647,0.066,0.355,0.904,1,0,2,0.066,0.355,0.904,1,0,2,12.372,0.404,0.404
spam,rfc,5,tree,0.5,45678901,4,11.838,11.854,0.701,0.389,0.325,1,0,2,0.109,0.356,0.843,2,1,4,11.73,0.374,0.403
spam,rfc,5,tree,0.5,56789012,5,12.836,12.836,0.147,0.352,0.802,1,0,2,0.147,0.352,0.802,1,0,2,12.346,0.396,0.396
spam,rfc,5,tree,0.6,12345678,1,13.182,13.182,0.024,0.366,0.946,1,0,2,0.024,0.366,0.946,1,0,2,12.734,0.417,0.417
spam,rfc,5,tree,0.6,23456789,2,12.318,12.318,0.138,0.353,0.819,1,0,2,0.138,0.353,0.819,1,0,2,12.056,0.398,0.398
spam,rfc,5,tree,0.6,34567890,3,12.525,12.525,0.066,0.355,0.904,1,0,2,0.066,0.355,0.904,1,0,2,13.323,0.404,0.404
spam,rfc,5,tree,0.6,45678901,4,11.934,11.948,0.701,0.389,0.325,1,0,2,0.109,0.356,0.843,2,1,4,11.592,0.374,0.403
spam,rfc,5,tree,0.6,56789012,5,12.542,12.542,0.147,0.352,0.802,1,0,2,0.147,0.352,0.802,1,0,2,12.086,0.396,0.396
spam,rfc,5,tree,0.7,12345678,1,13.21,13.21,0.024,0.366,0.946,1,0,2,0.024,0.366,0.946,1,0,2,12.666,0.417,0.417
spam,rfc,5,tree,0.7,23456789,2,12.315,12.315,0.138,0.353,0.819,1,0,2,0.138,0.353,0.819,1,0,2,12.311,0.398,0.398
spam,rfc,5,tree,0.7,34567890,3,12.043,12.043,0.066,0.355,0.904,1,0,2,0.066,0.355,0.904,1,0,2,11.799,0.404,0.404
spam,rfc,5,tree,0.7,45678901,4,12.318,12.334,0.701,0.389,0.325,1,0,2,0.109,0.356,0.843,2,1,4,11.645,0.374,0.403
spam,rfc,5,tree,0.7,56789012,5,12.472,12.472,0.147,0.352,0.802,1,0,2,0.147,0.352,0.802,1,0,2,11.959,0.396,0.396
spam,rfc,5,tree,0.8,12345678,1,13.112,13.112,0.024,0.366,0.946,1,0,2,0.024,0.366,0.946,1,0,2,13.021,0.417,0.417
spam,rfc,5,tree,0.8,23456789,2,12.346,12.346,0.138,0.353,0.819,1,0,2,0.138,0.353,0.819,1,0,2,12.195,0.398,0.398
spam,rfc,5,tree,0.8,34567890,3,12.038,12.038,0.066,0.355,0.904,1,0,2,0.066,0.355,0.904,1,0,2,11.903,0.404,0.404
spam,rfc,5,tree,0.8,45678901,4,11.765,11.781,0.701,0.389,0.325,1,0,2,0.109,0.356,0.843,2,1,4,11.61,0.374,0.403
spam,rfc,5,tree,0.8,56789012,5,12.749,12.749,0.147,0.352,0.802,1,0,2,0.147,0.352,0.802,1,0,2,12.479,0.396,0.396
spam,rfc,6,bayesian,0.6,12345678,1,239.983,239.984,0.002,0.374,0.999,0,0,1,0.002,0.374,0.999,0,0,1,12.16,0.427,0.427
spam,rfc,6,bayesian,0.6,23456789,2,211.985,211.985,0.095,0.372,0.93,1,0,2,0.095,0.372,0.93,1,0,2,11.558,0.423,0.423
spam,rfc,6,bayesian,0.6,34567890,3,201.535,201.536,0.003,0.362,0.998,1,0,2,0.003,0.362,0.998,1,0,2,11.363,0.415,0.415
spam,rfc,6,bayesian,0.6,45678901,4,183.364,183.365,0.002,0.369,1.0,0,0,1,0.002,0.369,1.0,0,0,1,11.092,0.422,0.422
spam,rfc,6,bayesian,0.6,56789012,5,234.771,234.772,0.137,0.373,0.884,1,0,2,0.137,0.373,0.884,1,0,2,11.558,0.422,0.422
spam,rfc,6,induction,0.6,12345678,1,41.312,158.969,0.411,0.385,0.62,0,0,1,0.399,0.388,0.639,1,1,3,12.397,0.417,0.421
spam,rfc,6,induction,0.6,23456789,2,39.588,124.044,0.412,0.376,0.617,0,0,1,0.397,0.378,0.638,1,1,3,13.027,0.408,0.412
spam,rfc,6,induction,0.6,34567890,3,46.72,104.515,0.409,0.373,0.618,0,0,1,0.394,0.375,0.639,1,1,3,11.911,0.405,0.409
spam,rfc,6,induction,0.6,45678901,4,41.622,303.742,0.621,0.401,0.435,0,0,1,0.552,0.41,0.533,3,3,7,11.479,0.407,0.43
spam,rfc,6,induction,0.6,56789012,5,47.002,143.075,0.61,0.381,0.415,0,0,1,0.538,0.393,0.517,3,3,7,12.362,0.387,0.413
spam,rfc,6,islearn,0.6,12345678,1,1767.381,-1.0,0.424,0.385,0.604,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,12.556,0.415,-1.0
spam,rfc,6,islearn,0.6,23456789,2,1733.914,-1.0,0.429,0.378,0.6,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,12.476,0.408,-1.0
spam,rfc,6,islearn,0.6,34567890,3,1783.694,-1.0,0.411,0.367,0.601,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,11.52,0.398,-1.0
spam,rfc,6,islearn,0.6,45678901,4,1729.82,-1.0,0.41,0.374,0.601,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,12.094,0.405,-1.0
spam,rfc,6,islearn,0.6,56789012,5,1655.853,-1.0,0.415,0.373,0.601,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,12.636,0.404,-1.0
spam,rfc,6,tree,0.6,12345678,1,12.981,12.981,0.024,0.366,0.946,1,0,2,0.024,0.366,0.946,1,0,2,12.493,0.417,0.417
spam,rfc,6,tree,0.6,23456789,2,12.409,12.409,0.138,0.353,0.819,1,0,2,0.138,0.353,0.819,1,0,2,12.092,0.398,0.398
spam,rfc,6,tree,0.6,34567890,3,12.219,12.219,0.087,0.352,0.873,1,0,2,0.087,0.352,0.873,1,0,2,11.796,0.4,0.4
spam,rfc,6,tree,0.6,45678901,4,11.713,11.731,0.701,0.389,0.325,1,0,2,0.109,0.356,0.843,2,1,4,11.578,0.374,0.403
spam,rfc,6,tree,0.6,56789012,5,12.427,12.427,0.147,0.352,0.802,1,0,2,0.147,0.352,0.802,1,0,2,12.064,0.396,0.396
water,rfc,0,bayesian,0.3,12345678,1,225.869,225.87,0.791,0.441,0.338,1,0,2,0.791,0.441,0.338,1,1,3,-1.0,0.416,0.416
water,rfc,0,bayesian,0.3,23456789,2,176.413,176.415,0.148,0.326,0.89,1,0,2,0.148,0.326,0.89,1,0,2,-1.0,0.373,0.373
water,rfc,0,bayesian,0.3,34567890,3,192.405,192.406,0.207,0.361,0.91,1,0,2,0.207,0.361,0.91,1,1,3,-1.0,0.411,0.411
water,rfc,0,bayesian,0.3,45678901,4,173.611,173.613,0.444,0.394,0.67,1,0,2,0.444,0.394,0.67,1,1,3,-1.0,0.429,0.429
water,rfc,0,bayesian,0.3,56789012,5,264.474,264.474,0.267,0.356,0.824,0,0,1,0.267,0.356,0.824,0,0,1,-1.0,0.402,0.402
water,rfc,0,bayesian,0.4,12345678,1,221.91,458.972,0.791,0.441,0.338,1,0,2,0.106,0.342,0.955,2,2,5,-1.0,0.416,0.392
water,rfc,0,bayesian,0.4,23456789,2,179.891,179.892,0.148,0.326,0.89,1,0,2,0.148,0.326,0.89,1,0,2,-1.0,0.373,0.373
water,rfc,0,bayesian,0.4,34567890,3,174.207,174.208,0.207,0.361,0.91,1,0,2,0.207,0.361,0.91,1,1,3,-1.0,0.411,0.411
water,rfc,0,bayesian,0.4,45678901,4,170.241,170.242,0.444,0.394,0.67,1,0,2,0.444,0.394,0.67,1,1,3,-1.0,0.429,0.429
water,rfc,0,bayesian,0.4,56789012,5,268.559,268.559,0.267,0.356,0.824,0,0,1,0.267,0.356,0.824,0,0,1,-1.0,0.402,0.402
water,rfc,0,bayesian,0.5,12345678,1,217.094,460.545,0.791,0.441,0.338,1,0,2,0.106,0.342,0.955,2,2,5,-1.0,0.416,0.392
water,rfc,0,bayesian,0.5,23456789,2,177.022,177.023,0.148,0.326,0.89,1,0,2,0.148,0.326,0.89,1,0,2,-1.0,0.373,0.373
water,rfc,0,bayesian,0.5,34567890,3,177.328,177.329,0.207,0.361,0.91,1,0,2,0.207,0.361,0.91,1,1,3,-1.0,0.411,0.411
water,rfc,0,bayesian,0.5,45678901,4,177.84,177.842,0.444,0.394,0.67,1,0,2,0.444,0.394,0.67,1,1,3,-1.0,0.429,0.429
water,rfc,0,bayesian,0.5,56789012,5,266.009,266.01,0.267,0.356,0.824,0,0,1,0.267,0.356,0.824,0,0,1,-1.0,0.402,0.402
water,rfc,0,bayesian,0.6,12345678,1,223.06,460.398,0.791,0.441,0.338,1,0,2,0.106,0.342,0.955,2,2,5,-1.0,0.416,0.392
water,rfc,0,bayesian,0.6,23456789,2,177.947,177.949,0.148,0.326,0.89,1,0,2,0.148,0.326,0.89,1,0,2,-1.0,0.373,0.373
water,rfc,0,bayesian,0.6,34567890,3,180.911,180.912,0.207,0.361,0.91,1,0,2,0.207,0.361,0.91,1,1,3,-1.0,0.411,0.411
water,rfc,0,bayesian,0.6,45678901,4,174.439,174.44,0.444,0.394,0.67,1,0,2,0.444,0.394,0.67,1,1,3,-1.0,0.429,0.429
water,rfc,0,bayesian,0.6,56789012,5,273.235,273.235,0.267,0.356,0.824,0,0,1,0.267,0.356,0.824,0,0,1,-1.0,0.402,0.402
water,rfc,0,bayesian,0.7,12345678,1,221.81,463.245,0.791,0.441,0.338,1,0,2,0.106,0.342,0.955,2,2,5,-1.0,0.416,0.392
water,rfc,0,bayesian,0.7,23456789,2,176.603,176.604,0.148,0.326,0.89,1,0,2,0.148,0.326,0.89,1,0,2,-1.0,0.373,0.373
water,rfc,0,bayesian,0.7,34567890,3,177.572,177.573,0.207,0.361,0.91,1,0,2,0.207,0.361,0.91,1,1,3,-1.0,0.411,0.411
water,rfc,0,bayesian,0.7,45678901,4,170.789,382.128,0.444,0.394,0.67,1,0,2,0.324,0.396,0.821,2,2,5,-1.0,0.429,0.442
water,rfc,0,bayesian,0.7,56789012,5,272.989,272.989,0.267,0.356,0.824,0,0,1,0.267,0.356,0.824,0,0,1,-1.0,0.402,0.402
water,rfc,0,bayesian,0.8,12345678,1,226.623,470.509,0.791,0.441,0.338,1,0,2,0.106,0.342,0.955,2,2,5,-1.0,0.416,0.392
water,rfc,0,bayesian,0.8,23456789,2,178.573,178.575,0.148,0.326,0.89,1,0,2,0.148,0.326,0.89,1,0,2,-1.0,0.373,0.373
water,rfc,0,bayesian,0.8,34567890,3,174.243,174.244,0.207,0.361,0.91,1,0,2,0.207,0.361,0.91,1,1,3,-1.0,0.411,0.411
water,rfc,0,bayesian,0.8,45678901,4,171.557,384.669,0.444,0.394,0.67,1,0,2,0.324,0.396,0.821,2,2,5,-1.0,0.429,0.442
water,rfc,0,bayesian,0.8,56789012,5,263.574,263.574,0.267,0.356,0.824,0,0,1,0.267,0.356,0.824,0,0,1,-1.0,0.402,0.402
water,rfc,0,induction,0.3,12345678,1,23.479,72.099,0.995,0.5,0.01,0,0,1,0.64,0.404,0.5,0,1,2,-1.0,0.046,0.42
water,rfc,0,induction,0.3,23456789,2,19.737,74.961,0.23,0.343,0.869,0,0,1,0.22,0.351,0.911,1,2,4,-1.0,0.39,0.4
water,rfc,0,induction,0.3,34567890,3,20.241,66.591,0.995,0.5,0.01,0,0,1,0.64,0.402,0.492,0,1,2,-1.0,0.046,0.417
water,rfc,0,induction,0.3,45678901,4,21.336,54.163,0.24,0.379,0.858,0,0,1,0.235,0.388,0.896,2,1,4,-1.0,0.427,0.438
water,rfc,0,induction,0.3,56789012,5,16.634,43.012,0.232,0.352,0.849,0,0,1,0.232,0.352,0.849,0,0,1,-1.0,0.399,0.399
water,rfc,0,induction,0.4,12345678,1,29.596,80.895,0.995,0.5,0.01,0,0,1,0.64,0.404,0.5,0,1,2,-1.0,0.046,0.42
water,rfc,0,induction,0.4,23456789,2,23.049,71.997,0.23,0.343,0.869,0,0,1,0.22,0.351,0.911,1,2,4,-1.0,0.39,0.4
water,rfc,0,induction,0.4,34567890,3,24.585,75.516,0.995,0.5,0.01,0,0,1,0.64,0.402,0.492,0,1,2,-1.0,0.046,0.417
water,rfc,0,induction,0.4,45678901,4,21.043,52.776,0.24,0.379,0.858,0,0,1,0.235,0.388,0.896,2,1,4,-1.0,0.427,0.438
water,rfc,0,induction,0.4,56789012,5,15.694,40.578,0.232,0.352,0.849,0,0,1,0.232,0.352,0.849,0,0,1,-1.0,0.399,0.399
water,rfc,0,induction,0.5,12345678,1,25.338,74.505,0.995,0.5,0.01,0,0,1,0.64,0.404,0.5,0,1,2,-1.0,0.046,0.42
water,rfc,0,induction,0.5,23456789,2,20.604,95.144,0.23,0.343,0.869,0,0,1,0.22,0.351,0.911,1,2,4,-1.0,0.39,0.4
water,rfc,0,induction,0.5,34567890,3,22.189,122.89,0.995,0.5,0.01,0,0,1,0.64,0.402,0.492,0,1,2,-1.0,0.046,0.417
water,rfc,0,induction,0.5,45678901,4,19.698,57.598,0.24,0.379,0.858,0,0,1,0.235,0.388,0.896,2,1,4,-1.0,0.427,0.438
water,rfc,0,induction,0.5,56789012,5,12.906,39.905,0.232,0.352,0.849,0,0,1,0.232,0.352,0.849,0,0,1,-1.0,0.399,0.399
water,rfc,0,induction,0.6,12345678,1,23.343,129.526,0.995,0.5,0.01,0,0,1,0.64,0.404,0.5,0,1,2,-1.0,0.046,0.42
water,rfc,0,induction,0.6,23456789,2,21.654,92.657,0.23,0.343,0.869,0,0,1,0.22,0.351,0.911,1,2,4,-1.0,0.39,0.4
water,rfc,0,induction,0.6,34567890,3,26.368,117.82,0.995,0.5,0.01,0,0,1,0.64,0.402,0.492,0,1,2,-1.0,0.046,0.417
water,rfc,0,induction,0.6,45678901,4,17.824,52.353,0.24,0.379,0.858,0,0,1,0.235,0.388,0.896,2,1,4,-1.0,0.427,0.438
water,rfc,0,induction,0.6,56789012,5,16.429,40.062,0.232,0.352,0.849,0,0,1,0.232,0.352,0.849,0,0,1,-1.0,0.399,0.399
water,rfc,0,induction,0.7,12345678,1,26.554,135.051,0.995,0.5,0.01,0,0,1,0.64,0.404,0.5,0,1,2,-1.0,0.046,0.42
water,rfc,0,induction,0.7,23456789,2,21.479,97.647,0.23,0.343,0.869,0,0,1,0.22,0.351,0.911,1,2,4,-1.0,0.39,0.4
water,rfc,0,induction,0.7,34567890,3,25.707,123.093,0.995,0.5,0.01,0,0,1,0.64,0.402,0.492,0,1,2,-1.0,0.046,0.417
water,rfc,0,induction,0.7,45678901,4,19.952,50.729,0.24,0.379,0.858,0,0,1,0.235,0.388,0.896,2,1,4,-1.0,0.427,0.438
water,rfc,0,induction,0.7,56789012,5,16.778,36.569,0.232,0.352,0.849,0,0,1,0.232,0.352,0.849,0,0,1,-1.0,0.399,0.399
water,rfc,0,induction,0.8,12345678,1,27.548,135.418,0.995,0.5,0.01,0,0,1,0.64,0.404,0.5,0,1,2,-1.0,0.046,0.42
water,rfc,0,induction,0.8,23456789,2,20.218,96.951,0.23,0.343,0.869,0,0,1,0.22,0.351,0.911,1,2,4,-1.0,0.39,0.4
water,rfc,0,induction,0.8,34567890,3,22.0,119.434,0.995,0.5,0.01,0,0,1,0.64,0.402,0.492,0,1,2,-1.0,0.046,0.417
water,rfc,0,induction,0.8,45678901,4,21.952,52.297,0.24,0.379,0.858,0,0,1,0.235,0.388,0.896,2,1,4,-1.0,0.427,0.438
water,rfc,0,induction,0.8,56789012,5,15.054,35.126,0.232,0.352,0.849,0,0,1,0.232,0.352,0.849,0,0,1,-1.0,0.399,0.399
water,rfc,0,islearn,0.3,12345678,1,526.553,-1.0,0.815,0.449,0.303,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.41,-1.0
water,rfc,0,islearn,0.3,23456789,2,525.003,-1.0,0.797,0.404,0.304,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.379,-1.0
water,rfc,0,islearn,0.3,34567890,3,496.865,-1.0,0.805,0.432,0.302,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,0.398,-1.0
